Comments,Target
Nice one,-1
It's super nice,-1
"Oraimo free pod 3
Its has everything that was described in the product details. Its been long I've listened to music but since I bought it eh it's been music all day long. The battery is very strong a single ear last almost all day with continuous play of music I was forced to ask my caller if he could hear me and he responded that it's crystal clear
I don't regret buying this oraimo free pod 3
Thanks ORAIMO for this super quality",-1
"The bass is very very good, I recommend it Weldon oraimo",-1
Make sense,-1
"Good bass, solid battery life, excellent price ????????",-1
Nice sound,-1
It well good,-1
Just as expected.. Awesome!!!,-1
can't reconnect bcos i am not wt d case when my phone goes off 4a long period.,-1
"It okay and the battery last long but the bud is painful in the ear when it stay more than 3 to 4hours straight you guys should make it soft and light weighted.
Thanks ????",-1
Great sound,-1
The Bass performance is top notch! It was just too good.,-1
It’s perfected already,-1
It slips out of the ears after sometime...pla work on the grip,-1
Best ever,-1
It’s sound great,-1
"Awesome design and feel, super sound",-1
"So fantastic and definitely worth much more than the price ???? ???? ???? I'm really enjoying it to the fullest. Its the best product I've ever purchased from jumia
Battery = superb
Case = fantastic
Range = covers wide range/distance
What more? This airpod is just too much",-1
I love it fully charged used up to 48hrs and the bass is fantastic,-1
I got mine not even up to the delivery date that was written. And this product is really awesome thanks ???? to jumia and oraimo much love ❣️❣️,-1
"Prefect fittings, i love everything i ordered with this black Friday and Oramio product were the best????????????",-1
Cool and smart,-1
"The bass is perfect. unfortunately, it falls out of my ears sometimes",-1
It doesn’t work well with iPhone….,-1
"Nice sounds, although I am getting used to it. I liked the user interface of the pods 2",-1
"The bass could be better, and the sound clearer at high volume. I don't really enjoy music with it, but it great with games and movies. It's great for calls too. One of the best devices I've made calls with.. A great device overall, especially for its price.",-1
It's fine,-1
The item is fine. Thanks,-1
It's very good but I wished the volume controls were from the free pods 3 like in the old version.,-1
It's as expected. I love it,-1
"It doesn't fall off, it stays firm doesn't block your ear plus the base is superb",-1
"Great sound, really love it",-1
"Honestly it one best earbud in town now, i love it so much.",-1
"I am a huge fan of Oriamo, so no biggie. Good product",-1
My partner loved them!,-1
Great sound quality for the price.,-1
I love it,-1
Very good,-1
"The sound is awesome, the bass the clearness and all",-1
Superb,-1
I love it,-1
"I watched a couple of reviews before purchasing this and I must say that Oraimo carefully planned the design and implementation of this earbuds. 
I can freely recommend them to anyone looking for something at this price range.",-1
It’s amazing and so worth the price,-1
Super good,-1
Sounds great. Love it,-1
Perfect,-1
Just might buy the whole family ????????,-1
It's a very nice product. The value is worth way more than the price,-1
Very Very Good Product,-1
The sound effect is premium,-1
"Superb and was delivered earlier than
 expected",-1
All that it says it is! Cheers,-1
Great product really,-1
Beautiful design too,-1
I like everything about it my precious earbuds were the edifier x5 but this is very good and the design is very beautiful,-1
When I return the two ear to the power bank the Bluetooth is supposed to go off but one way or the other it will connect it’s self even in the bank and closed,-1
"It's good, sound well. But it's Bluetooth connection is too weak for a 5.2 version. The freepods disconnects while making calls all the time(whether it's Internet call or gsm call)",-1
I love oraimo,-1
Enjoying the Oraimo earpod 3,-1
"The output is great. However, I experience a little lag with answering phone calls.",-1
It very portable.  Noise canceling,-1
"The battery lasts long, the quality of the sound is great, however, the earpods can hurt your ears after a couple of hours of wearing them. The way the thing sits in the ear can be improved.",-1
Very cool and good sound,-1
Lovely,-1
The facts that oraimo made it sound so good,-1
It's very good,-1
I really love it,-1
Durability,-1
The quality of the sound,-1
Sound quality Identical to AirPods only the noise cancellation is not so effective,-1
I love the bass,-1
"Love the sound, real quality stuff mehn",-1
Superb ????,-1
just as described. Nicely packaged as well,-1
for its price this is one of best if not the best. music and calls is just wonderful. Good job Oraimo,-1
"Sound, bass quality and long last battery",-1
Sleek and awesome,-1
Nice bass. Lasts long.,-1
I love it. It is everything it says it is,-1
"Battery and Sound! This is good buy anytime, anyday!",-1
"The longevity, the noise cancelation, thebass everythingabout this pod is to love..
Once fully charged the airport can last more than a week..",-1
Perfect,-1
Good and quality product. But only connects to one device at a time. It is too big to the ear. Works fine anyway.,-1
love the bass ????????????,-1
The feeling is dope,-1
Very nice. Exactly as it should be. Amazing sound quality,-1
Sweet pure bass with tips on,-1
"Classy and great sounds


It's stylish and clear sound",-1
Mehnnnn… the experience has just been amazing.,-1
I like the sound production but it can be painful to the ear after a long time.,-1
"It has just 1.5 seconds lag but asides that, it's really good. I love it",-1
Sound is cool,-1
So far there have been no issues unlike the free pods 2,-1
"Sounds good, battery life is great. Looks good too and fits in my ears tightly (not to an uncomfortable level).",-1
Perfect sound quality.,-1
You still have to raise your voice to be heard clearly on a call.,-1
"Been a long time I've been so impressed about a product, incredible battery life good sound and call quality, would recommend without thinking best in class in it's price range and also gives the more premium headset a run for their money.just one draw back the ear tips are highly uncomfortable you can keep it on for more than an hour without feeling so uncomfortable find myself removing them every time",-1
Bt pains d ear's if stayed for so long,-1
Nothing,-1
Good product,-1
The 2baba freepods 2  overall better with good casing that doesn’t scratch and clear sound and base but the 2baba freepods 3 is just sleeker looking with better coating and Type C port in the case.,-1
I can't use apps like Shazam to detect songs while using the pods and it sometime doesn't quicky connect,-1
"No issues, enjoying my new freepods and the battery lasts.",-1
"I like it ,",-1
"So far it hasn't disappointed. Battery life seems good, but it sucks that the earbuds don't have volume control. Also, the shape of the ""awareness mode"" tend to hurt my ears. And finally, true wireless earbuds that actually pick my small voice on phone calls. Most other earbuds don't pick my voice over background noise because I have a small phone voice. But this one does, without me having to shout!",-1
"The sound is dope.
But I'm unable to pair 2 devices at the same time.",-1
"Nice sound output but I feel like the noice cancellation isn’t all that and also the fact that when a call comes in, I have to manually switch to my EarPods even while it’s connected to phone can be tiring ….overall it’s a good product for the price",-1
good product enjoying it,-1
"This is my second one in 2 weeks. Gave my wife the first and had to get another and I must say, so far so good. Sound is good with good stuff and this is good stuff",-1
Nice sound but mic keeps disconnecting during calls,-1
I enjoyed it. Working fine,-1
"Nice fits, portable and beautiful bass.
The FreePods-2 had a function to increase and decrease volume but unlike the FreePods-3 which doesn’t have such functions.",-1
Very clear sound when making calls which is what I have been looking for in a long time,-1
"Its the original one. Good battery over 6+hrs, Top notch sound quality. Its lovely.",-1
Oraimo did a great job. I love it Review here:  YouTube.com/PaulTechie,-1
Very nice,-1
The bass is really nice and loud. The battery lasts very well.,-1
Very good sound and it last long. I wish you try buy one today,-1
its the best buds have used so far,-1
Perfect sound,-1
Compatible with all devices...the best after apple airpods,-1
It’s a very nice product to own,-1
Works well,-1
"It's really a good one, just as advertised and also a good value for money.",-1
The sound is clear and nice. ENC is good enough but don't expect magic.,-1
"Very nice product, good sound and value for money.",-1
Great quality!,-1
It's just perfect,-1
The sound is great,-1
So far wonderful,-1
Excellent,-1
Good Music,-1
Perfect Sound and Strong Battery,-1
"I love it, it’s nice long battery life, loud and comfortable .",-1
"At first I was thinking of the stress of having to return the product if it wasn't an original oriamo product, but when it arrived finally it was exactly what I expected.... I charge only in the evening when am home.",-1
Love the bass,-1
"The bass is as advertised, nice audio filtering.",-1
The sound is nicee,-1
Nice bass i love it,-1
Awesome sounds,-1
The oraimo airpods is good but it inches the ears,-1
The sound,-1
Nice bass,-1
Battery lasts long,-1
Make sense,-1
Enc is very perfect.. Lovely.,-1
"It is the bass for me ..... 
It has a rich bass....",-1
Good product,-1
The sound is great,-1
Small and very portable. The sound quality and battery life is out of this earth! Great product,-1
Quality product,-1
It's really good for the money,-1
Standard ✌,-1
Nice product,-1
"The product is good so far 
I’m enjoying it",-1
"Beautiful design. Quality sound, though the bass could still be better. Battery life is alright. Not being able to customize touch control can be frustrating but is manageable. Overal good product.",-1
"It's worth every penny, the long lasting hours, the fast charging and even the light weight.",-1
Really nice sound quality and punchy bass,-1
Super bass,-1
Very Good,-1
"This is my first earbuds experience.
It looks pretty cool, the design is spectacular.
The sound quality is great, especially the bass.
For a bass lover this is phenomenal, the best part is the bass is outstanding but it doesn't drown out the highs and mids.
I wouldn't for outdoors/busy environments with the ear tips on (bass mode).
The ear tips block out external sounds and amplify the bass, almost sounding like strong headphones.
Without the ear tips you can't get much bass which sucks but you would be able to hear what's happening around you and it feels a bit lighter on the ear without the tips.
I haven't used it long enough to say more but it's quite authentic for the price range, it's a good buy",-1
"It is as described 
I like it",-1
It works very well and worth the hype.,-1
Confirmed Product! Dis really amazed nice one from Oriamo.,-1
"It the best 
Worth the price",-1
It fit's and stays on both ears. Finally,-1
Not too comfortable with my ear but the sound quality is pretty good,-1
It's actually really good. But no volume increase or decrease on the freepods themselves.,-1
"You would think the FreePods 3 would be an entire upgrade to the FreePods 2 but no, some features were removed like the Power feature and other stuffs but still a solid 7/10",-1
Just that I'm finding it hard to pick calls or redail. I just need to study it well. Perfect,-1
Lovely product,-1
Super sound!,-1
"It has good sound, got what i ordered for. Its worth the price",-1
Awesome,-1
The product is impressive,-1
"Awesome sound, bass and battery. Causes pains to the ears occasionally. Aside that, Perfect",-1
Beautiful product and Very nice,-1
Worth the value,-1
"I like the sound quality, the bass is okay, the call quality can be better,",-1
It's very good as advertised.,-1
The position in ear is not fashionable,-1
Nice quality,-1
It’s perfect!,-1
it's cool,-1
The sound quality and tge battery life is great,-1
Bass is amazing ????,-1
It's strong an excellent.,-1
The comfortability of the pods and the bass is an improvement from the previous version,-1
Noise cancellation,-1
Just too perfect,-1
Terrible delivery.... but the buds are cool though,-1
"Auto connect, and the good and sound output",-1
The bass,-1
The environmental noise cancellation works perfectly fine.,-1
Been great so far conversation feels like its face to face,-1
The sound and the durability,-1
"Great for music, good for calls too. It’s affordable and a great value for money",-1
Nice bass. Deserves 10 stars,-1
Superb,-1
Excellent production. I love it,-1
"The freepod3 is the best. The battery last a full day non stop,, i got exactly what i wanted. Kudos to jumia",-1
Best pods i have used in a while.,-1
The oraimo freepod 3 is the best with good sound and long lasting battery,-1
Excellent,-1
Fantastic sound and sleekp,-1
Like the Bass.,-1
"It was perfect, exactly like  the same item displayed",-1
Worth it,-1
"People calling me can hardly hear me using the FreePods-3 2Baba. I will have to remove it and use my phone directly.

And this isnt good enough because i did not purchase this for just music alone.  so sad I did purchased it.",-1
I like how it feels on my ear,-1
Well the freebuds' right ear keeps coming out.,-1
"My only problem with it is that after the earbuds have been in your ears a while, it starts hurting. Maybe y'all could make the next design a tad smaller. It is otherwise amazing",-1
Am totally in love with d product. Its everything I want in an earbuds,-1
Not a bad product and was delivered on time,-1
It's worth the price.,-1
Perfect,-1
Great sound and battery life is long lasting. I highly recommend this product.,-1
Very very good i love oraimo products,-1
"I'm not trying to over hype it oo but this is one of the best earpods I've ever come across, connectivity is perfect, the sound especially the base is excellent, the battery is outstanding, the Bluetooth distance is superb and it's rugged. Oraimo products are basically built for Nigerians.",-1
The new design is flawless,-1
It's awesome,-1
"Noise cancellation, solid and sleek appearance, clarity of sound, durability of battery...all round excellence. Oraimo is always on point.",-1
"The bass is super excellent,",-1
Good bass and long battery life,-1
Make sense,-1
Great sounds effect. Clear audio while on voice calls. Still trying to get used to using it though.,-1
Let it connect to calls automatically,-1
The sound is perfect,-1
Good product,-1
I love it die????,-1
"Can't say much,but perfectly in love with the  earbuds...",-1
Great sound production,-1
It give the best sound,-1
It's indeed superb than the way it's been describe.,-1
There has been no problem with it it has worked absolutely great and also looks very nice I am currently wearing it and using it's microphone to audio type,-1
Good product,-1
Everything abt it is lit,-1
D bass is dope..,-1
"The beat, the bass it's one of a kind.",-1
The bass could be improved better,-1
A decent improvement over the version 2.,-1
I love the sound it brings,-1
It's amazing ????,-1
Works perfect,-1
right on point,-1
Best sound quality I've ever heard......????,-1
It is really what it is so cool,-1
It's just dope!... that's just the best term to use to describing the feelings it gives????,-1
The ba3 life,-1
"The ""boom""!",-1
It works perfectly. Dope bass and cool charging case.,-1
Get one and find out more...,-1
Nice product,-1
Key functionalities are missing compared to Pod 2.,-1
The product is great. The sounds without the buds should be improved as well.,-1
"The free touch is probably not sensitive enough. Cos you have to tap several times before it responds. But the sound is great, The battery power is amazing and the grip is perfect... It hardly falls off (I once used it to run in the rain. It didn't fall of and the water had absolutely no effect on it).",-1
"Nice, it works fine",-1
It's a very good product,-1
Seems battery life isn't portrayed correctly though,-1
Nice battery life. Not too strong in the ears. But a decent product.,-1
Increase the Bluetooth connection range,-1
"Sometimes people complain about not hearing me properly, besides that, the sound quality is top notch.",-1
It does the work for an average priced freepods. The ear fit is good too.,-1
"ok, i like it",-1
It is clear enough,-1
"Great value for money. Does what it is suppose to do.
You just need to to improve the latency, add ANC and an app to tweak the pod settings. Overall and excellent product considering its price",-1
The bass is something else. Get your Oraimo free pod 3 today,-1
perfect bass and long battery life,-1
"Really great sound quality from oraimo
Love it!",-1
"Great sound, the case looks good too. Overall great user experience",-1
It’s very great...I call it my wife,-1
The  noise control and the bass is the best so far,-1
This Bluetooth device has nice sound and also lasts long.,-1
I like it,-1
"It's an awesome improvement compared to FreePods2. Just realised I've been wearing them wrong since I got them 2 days ago. I mistakenly figured it out today and this bass they worked on is ????
They even removed that annoying ""Disconnected"" and ""Batri loooow!"" that Tuface says in FreePods2 ????",-1
The ear buds works just perfectly fine????.. The battery life nah mad oh! Nice one from Oraimo????,-1
It's just what I needed. Thanks,-1
"This was a good buy, I don’t regret it one bit  highly recommended if you fancy bass",-1
"Nice 
 I love it",-1
"AMAZING PRODUCT, AMAZING DEAL, AMAZING DELIVERY SPEED!!! I couldn't say less. Thank you for the Service, Jumia.",-1
Good item,-1
"This right here is beautiful and the sound is awesome, you can hear tiniest instruments",-1
I like the bass of the device. It's really cool,-1
Great product,-1
Good freepod,-1
Long lasting ????,-1
It's sounds very good and it's portable,-1
The bass is nice and sound very well,-1
"Product was well packaged and delivery was fast. Good bas;, battery lasts long enough and it fits perfectly well into the ear. 
Value for money.",-1
"Very awesome, battery last long on average volume... Also has powerful bass. Like the design it's sliq, It's a very good product u won't regret the purchase. Also come with good packaging too.",-1
Works like fire ????????????,-1
Reducing the cost,-1
"The bass, the fit and the design, top notch",-1
I love the new AirPod,-1
I love it,-1
The quality,-1
"Amazing bass and surround sound
I could hear the singers thoughts even",-1
Sound quality is very good.,-1
The sound is something else and is so clear when making call,-1
Thumbs up,-1
I????It ....Wonderful,-1
Hubby loves it and it's working well,-1
Mad output... best buy so far. The water resistant part is not so true tho because mine started having slight issues after it fell into a bucket of water but I'm still impressed by its overall performance and battery life.,-1
I like it,-1
It's nice,-1
"It’s looks like Freepod 0, too loud, no bass, it disconnect at will, lack sensitivity. I advise you buy the Freepod 2 rather than 3, it’s a poor work put together I see it like a downgrade. DO NOT WASTE YOUR MONEY ON THIS LIKE I DID.",-1
It’s cool,-1
Great product with clear bass sound. Battery also last long,-1
It's working optimally so far.,-1
"The battery capacity is manageable though. Aside that, the base is nice, you can answer calls with it but the phone has to be very close to you for the person to hear clearly.",-1
"I don't know if the pods have a mouthpiece though cuz I tried making a call without holding my phone and the other person could barely hear not until I brought the phone closer to me Asides that, music and every other thing has been great.",-1
Perfect so far. Providing DIFFERENT SOUNDS,-1
"Considering the price, these freepods 3 deliver. An audiophile might not consider buying this but a regular human would, to get a bit of beyond average music experience. That said, the ENC is not a solid home run; I wasn't not expecting it to (price factor). It suffers connectivity issues with my laptop mostly and latency with both laptop and phone (at least on my devices). That said, good frequency response and great battery life at the price.",-1
"Comfortable to wear, the sound quality is impressive and the noise cancelling feature works",-1
it's very ok,-1
It's good for the price,-1
The only reason it got a 4 star is because of how it fits. I have to constantly push it in before it stays. It’s a good product overall,-1
I love it die,-1
Nice sound,-1
"It’s exactly what I wanted and I really love that
And the delivery of the product was super fast✨",-1
Nice Bass. Good Battery,-1
The bass is super great. Working perfectly. No complaints at all.,-1
"Bass/sound is good, quality good, battery excellent, ENC work very well,I would definitely recommend you get this 10/10",-1
I I has the kind of bass I've been looking for,-1
It's not perfect. But it's obviously a short term choice.,-1
"Sound was so good. Perfect, everything about it is good. 

Cool to use on ear.",-1
"Great buy. Bought it for cheap too, so value for money! Mic picks up voice during calls way better than the freepods2. Better audio, better fit, better battery life.",-1
Perfect,-1
Best Ever,-1
"It has an amazing battery life, fits in the ear and the bass is okay.. 
The cons is that it has no active noise cancellation though can pretty block noises around you a little bit. But when you're in public like say in the road, you will notice the missing ANC. 
Totally it's worth the price... The battery is amazing. I used it a full day and only charged once.
Worth the buy!",-1
Oraimo is the best ????????????. I love it,-1
I totally love the bass. Great upgrade from the Freepods 2.,-1
Quality buds,-1
This oraimo freepods-3 i can say is better than freepods-2. I like the 2 modes it has and the battery life is good,-1
I love the packaging and the freepods works well.,-1
Oraimo outdid themselves with this one. I'm even more impressed with the battery life. The sound clarity is on another level,-1
Great bass… I love it,-1
"The notice cancelation works the bass, trebel works very well, the battery lasts long, so yh it's a great buy",-1
great product from oraimo,-1
Sounds great,-1
Oraimo to the world,-1
Works fine easy to connect... but has approximate 1.7s lag so sometimes when u pause take almost 2s to do that same as when u play... used it for my COD mobile game and I'll shoot like 2s before I start hearing the sound... apart from that quality device,-1
Clear sound.... Nice fit... Great design ????,-1
Lovely,-1
"Awesome bass on this one.
Did not disappoint",-1
Amazing Sound and feel. Cannot fall of the ears even when running.,-1
Only snag is rubber falls off sometimes.,-1
Top quality,-1
"Have always been a lover of oraimo products, the bass is really different and long lasting battery life",-1
"It's extremely epic having on of these, sounds super and delivery literally took less than 2 working days, me likey! 100 stars",-1
Great sound. Swift pairing. Good battery life.,-1
"I recommend, trust me",-1
"I must say the freepod is everything and more, I'm glad i got it. The bass and the sound are everything. Thank you oraimo for this wonderful product and thank you jumia for the fast delivery",-1
You'd hear everything!,-1
My customer loves it especially the express delivery,-1
Product is nice and delivery was very good,-1
It's long lasting ????❤️ amazing product,-1
This is simply a good product. A lot of sound from this small speaker.,-1
I love it,-1
"Love it, plus it was very affordable thanks to Jumia",-1
It's good but I don't really enjoy the ENC,-1
The bass mode maaad,-1
Ok ok ok ok,-1
Good quality. Great improvement from the freepod 2,-1
"It works as advertised, good product, good quality.",-1
The pods fit perfectly and the sound is amazing..Great quality and its affordable.,-1
"Nothing special about it,
Just some regular headset...",-1
nice for the price. the issue i have is that it stops and continues without any major obstruction of the Bluetooth connection,-1
It is lovely good sound quality and lasting battery,-1
Is ok but sometimes it use to pain in the ear,-1
"It is better than what I expected. Though, the ears from me are not that fitting but it is still manageable. I love the bass",-1
What you pay for is what you get..  the price and quality go hand in hand,-1
"The Bass and audio quality is great , the mic is good but I do get complains sometime of not being heard clearly sometimes",-1
Good sound quality for call and music,-1
"It works okay, however the additional earplugs are quite uncomfortable.",-1
Very good,-1
"It is indeed top notch and one of the best of its kind,i only observed that there is no volume control on the araiom freepod3  earbuds which was one of the features i really enjoyed in the freepid2 verson.",-1
"It's lows and high are evenly tuned and it volumes can be high, but not too sure of its environmental noise cancellation",-1
"Good product , could do well with a better tap setting and noise cancellation",-1
The ergonomic design is not good enough,-1
Satisfactory,-1
The product is nice,-1
Hi hi hi,-1
"You just gotta love this product! . The bass is perfect, and the product Itself is equitable, enjoyable, useful and usable.",-1
Good sound,-1
What I requested was what I got….all thanks to oraimo,-1
"High bass quality, clear sound (HD), and environmental noise cancellation as advertised by Oraimo. Keep up the good work. 
The delivery agent was fast. Kudos to him. Keep up the good work, Jumia.",-1
"The best of the best .. When i first got it i didnt really understand how its functions are like until i went through the manual .. Its is the best the bass pure sounds .. First time am buying something from jumai with complain tnks oriamo , thanks jumai..",-1
"The design, The sound, The battery life is superb.",-1
Nice products and timely delivery,-1
The battery,-1
Coooool,-1
Oraimo product,-1
Should have volume control on its own. Sound too low,-1
Awesome exactly what I ordered ????????,-1
Waiting for the pod 3 pro,-1
The sound,-1
"I love the sound and battery life. The only thing that I have issues with is the lag when watching video. If you're picky, it'll be an issue for you",-1
I really love it. Oraimo is one of the best.,-1
The bass and the battery is perfect. Kudos to Oraimo,-1
The bass and sound is magic. Gave me goose bumbs at the first tym,-1
good sound with strong battery life,-1
The bass is awesome,-1
The specs are just as it is,-1
Nice product,-1
Really love it,-1
The product is actually nice as advertised. Unique sound moreso the bass output is actually mad. Having little challenge with the earpord staying firm on my ear tho,-1
Good buying stuff on jumia,-1
Performance conformed to specifications.,-1
Excellent,-1
It's okay,-1
Sounds better,-1
Not able to pair my 2 phones at the same time like the freepods 2,-1
It was good,-1
I love it wey more better,-1
Perfect bass,-1
"The Bass is like you are in a studio.
I love it. Nice one jumia",-1
very good quality product...only lame/annoying part is tuface's voice as he says 'connected' lol,-1
I love the 2 pod 3 I love the sound soft and nice with balanced bass,-1
Additional increase in sound,-1
It was worth buying.,-1
The EarPods are great but when using the rubber tips they are quite uncomfortable to wear.,-1
a good upgrade to freepods 2,-1
Ok okok,-1
I enjoy the product.,-1
Awesome. Product,-1
The sound,-1
The bass is super,-1
"It’s not painful in ear. The sound quality and base also very good. It holds a charge and lasts over 5 hours use with a charge. You don’t need to continually charge the case. A day’s charge can last more than 24 hours for you to keep recharging the EarPods 

I love the black colour.",-1
Quality stuff,-1
Very lovely,-1
Nice product,-1
The left earbud stop charging after getting low I put in back in the case too be charge but it doesn't last long after two song,-1
It's pretty good but the left ear bud isn't responding  to touch,-1
Does everything mentioned but the bass and the enc could be better,-1
"It’s a great product but they could include other features like ear detection, volume control in subsequent productions.",-1
They are ok,-1
Nice bass,-1
Not bad. But could be better,-1
"Best product so far I love this


Thanks oraimo for making this possible",-1
I fucking love it,-1
Super bass to bad!! Fits into ears perfectly and the touch control .,-1
Omorrr… just buy it … you won’t regret it,-1
It’s good,-1
The battery life,-1
With good bass and comfortable in the ear. It's worth the price.,-1
"great product, nice sound",-1
Perfect product,-1
"Yes, you should buy. The product is rated as it is. Thank you Oraimo! You guys are really doing a great job producing quality products.",-1
Awesome,-1
"I think there should be an app for the buds. Battery life is great, fit is great and sound it great.",-1
So much wonderful..I love it,-1
the sound is great. more comfortable than most earphones.,-1
It is ok,-1
"When my younger sister used it, she screamed in amazement. This one’s the best I’ve used. The sound quality is 100% and the battery is strong too.",-1
Bass quality,-1
"Well it doesn't fit in that much tho, which they need to improve on.
But i love the product.",-1
Awesome,-1
Perfect sound,-1
It's working fine and give me what I need,-1
"Is all d very best earbud I have u from oraimo, everything bigger and better than the previous model",-1
Great product,-1
Feel so good to use,-1
Exactly as advertised,-1
"Not the perfect bass, but has a good battery life 7/10 in my opinion",-1
A good buy,-1
Battery life should last longer and increase in the base a little bit,-1
It's a great product from oraimo,-1
"The Bass is very powerful,oraimo keep the good work.",-1
Very good,-1
Perfect sound,-1
"Excellent sound, long lasting battery life and great build quality. I would buy again in a heartbeat!",-1
"nice sound????, love it????. but Oraimo pls make the pouch avaliable pls.❤️",-1
Perfect sound,-1
"Durable, efficient and long battery life",-1
"The bass is not from here
It makes mad sense and the battery is strong",-1
It’s pretty nice and very good output,-1
Awesome sound production. I only had issues with it fitting into my very small ear.,-1
"The bass is something else. This is what I've always wanted. Oraimo rocks. But it would have been more cute if it had noise cancelation. All the same, I love it. ????????????????????????",-1
Best for the price,-1
Very Good,-1
Simply Great!!!!,-1
Oraimo really did well with this than the previous one. The base is so go and I really enjoyed it.it's also comfortable in the ear.,-1
fantastic,-1
The free pods 3 have great quality like most oraimo products with very good bass but after a while of using them the only issue I have is that once in a while I have connection issues. I feel like it has something to do with the three minutes auto shutoff time when not in use though but aside from that they are worth the money,-1
Cancellation of noise to the nearest minimum,-1
Everything works as described,-1
Impressive,-1
"This is by far the best from oraimo, stays on you ears, sounds better, although the latency is the biggest issue but only when playing call of duty so that's not even a downside..!!",-1
"Overall amazing product, the touch controls are just quite insensitive .",-1
Absolutely awesome and superb,-1
The product is excellent,-1
I love the sound quality and it's battery last for almost a day. I'm happy I bought it,-1
Good sound quality,-1
The earbuds do not fit perfectly,-1
Battery last longer than expected,-1
"I have to say I really love this earbuds so  much, anyone that has the mind of purchasing it or not . I am here to tell you to go for it.  It's worth every money I spent on. The bass is what I love the most about it and the sleek design, it's portable and cute in the ear. I have to say  it is the best earbuds ever????. You won't regret. I hardly do reviews but this made me so happy ???? I had to do this one.",-1
Good product,-1
I love this product,-1
Highly recommend for everyone.,-1
The earbuds is good for it price. Has a solid long lasting battery and good mic but the noise cancellation is not that great.,-1
"Great Upgrade from the previous version. 

Better Bass, Noise Cancelation, and great call clarity. 

I was able to get great value for my money.",-1
The bass is bass,-1
Sounds good & Lasts long,-1
Perfect,-1
It keeps stopping and playing when listening to music,-1
The sound is awosome,-1
Good value for money,-1
Excellent Quality,-1
Works perfectly fine,-1
Its as good as advertised. Using it for over a week now and it's doing great so far,-1
I'm enjoying the product,-1
The pods are nice....almost just as advertised. The ear tips make the pods overly large and a tight fit in the ear canal. So technically u can't use it in the bass mode and enjoy comfort.,-1
Works as advertised. Fits conveniently in the ears. Excellent sound quality. Long lasting battery life. However the case doesn't have a strap for easy carry.,-1
"Amazing sound, incredible bass and long lasting battery life. Oraimo really went all out for this one????????",-1
Awesome,-1
"i love this product , and i use it all day. clear call quality and fashionable case.

works really cool.

BIG UP to ORAIMO",-1
Excellent,-1
Just enjoy the sounds,-1
"Enjoying the superb battery life , only eartips is giving me problem",-1
"If you're not ready for very intense bass, stay away!",-1
Portable and easy to use,-1
"This free pod is not comfortable in the ear when use with the rubber, without the rubber sound, is terrible but comfortable.",-1
"It’s perfect, sound it’s okay and the delivery is as dated",-1
It is amazing,-1
Quality product,-1
Nice output,-1
Got what I ordered .,-1
It’s okay and sounds really good,-1
Just as it promises ...thumbs up for oraimo..2baba,-1
Amazing noise cancellation and very good output......Best buy so far this year!,-1
Great improvement from the previous version.,-1
It has been a good experience using the Oraimo freepods 3. For a while now. I'd recommend it for anyone on a budget for a quality airbuds,-1
Works well and fit well to the hearing,-1
"Good, I can say the call quality really improved Buh bass not so much and doesn’t seem to have ENC",-1
It's okay so far,-1
"I've been rocking these for over a week now and I must say; they are incredible.
I tested them out to the max volume for 5 hours straight and they've never died on me. 
One thing I'd love to see though is a carrying case i can clip to my trousers easily. 

Oraimo really did good on this one.

PS: Without the eartips on, you won't feel the full power of the bass. SO, I recommend leaving the eartips on.",-1
Good sound and battery life.,-1
One humid,-1
Nice device,-1
It has a good call quality n also noise canceling good bass at the left ear,-1
The sound's great,-1
The product was indeed amazing,-1
Beautiful piece of sound device,-1
"Came as expected..good quality, i love it..oraimo forever",-1
The Sound quality is excellent and it's the same sound quality I get on my AirPods Pro when the Bass mode is used.,-1
The sound from the buds  is just cool and amazing,-1
I think this is the best thing that has entered my ear. For me it's all round perfect. Exactly as advertised. The environmental noise canceling is really a good touch.,-1
Works perfectly and the battery life is great,-1
Good product with quality tech,-1
the two ear pods not peering together again after few days,-1
"Just what I expected. The sound is clear, clean and the connectivity is superb. I recommend it for everyone. Thumbs up Jumia and Oraimo",-1
very good stuff,-1
Awesome sounds. Fit well. Great quality too,-1
I can't express my love for this Oraimo Pod 3...sweet in the middle. The bass is fantastic ????,-1
The best for me so far..,-1
It is exactly as described both physically and in performance,-1
Everything about it from it's packaging till it's bass,-1
Love it. xxx the noise cancellation is great,-1
"The Earbuds sounds really nice. The sound was so clear, not muddy and the bass is fire ????",-1
This is simply the best.,-1
Nice quality ????,-1
"It's pretty an awesome buds. But the bass, not to ""my"" satisfaction anyways...",-1
Happy to lay my hands on it,-1
"Really love this product. I just want to keep enjoying my music once it's one. The battery is another factor, it's really amazing and long lasting. I've not charged since I started using on 3 days ago. I strongly recommend this product!",-1
Low consuming power and fitted,-1
Nice…can’t wait to see what comes next.,-1
The product is actually what they say it is.,-1
"Nothing stands near the bass mode

I cant believe i got it at this price

Thanks to Oriamo and Jumia store",-1
"I really love this freepod 3, it's a total upgrade of the freepod 2....The noise cancellation and also bass is top notch",-1
Battery life and sound quality is out of this life,-1
"The freepods 3 delivery was fast, good packaging, sleek case, good ear fit pods, bass is on point and battery life is on point ✨. It's really worth the hype.",-1
It’s really dope i love it it’s strong and quality,-1
